lat,lon,composite_index
35.5,129.15,53.46
35.5,129.2,53.87
35.5,129.25,52.18
35.5,129.3,47.58
35.5,129.35,46.68
35.5,129.4,47.13
35.5,129.45,46.14
35.55,126.6,45.12
35.55,126.65,45.68
35.55,126.7,45.32
35.55,126.75,46.22
35.55,126.8,48.95
35.55,126.85,51.53
35.55,126.9,53.78
35.55,126.95,53.29
35.55,127.0,53.76
35.55,127.05,53.42
35.55,127.1,53.56
35.55,127.15,55.43
35.55,127.2,52.35
35.55,127.25,52.68
35.55,127.3,51.86
35.55,127.35,49.94
35.55,127.4,49.91
35.55,127.45,56.24
35.55,127.5,57.16
35.55,127.55,56.53
35.55,127.6,60.29
35.55,127.65,58.35
35.55,127.7,59.02
35.55,127.75,55.73
35.55,127.8,51.98
35.55,127.85,56.95
35.55,127.9,61.5
35.55,127.95,59.83
35.55,128.0,60.02
35.55,128.05,56.16
35.55,128.1,53.76
35.55,128.15,50.61
35.55,128.2,51.06
35.55,128.25,51.49
35.55,128.3,50.42
35.55,128.35,50.28
35.55,128.4,48.61
35.55,128.45,46.28
35.55,128.5,47.32
35.55,128.55,51.91
35.55,128.6,50.25
35.55,128.65,45.92
35.55,128.7,47.24
35.55,128.75,45.16
35.55,128.8,44.53
35.55,128.85,50.18
35.55,128.9,50.99
35.55,128.95,55.63
35.55,129.0,62.97
35.55,129.05,63.28
35.55,129.1,52.98
35.55,129.15,50.49
35.55,129.2,50.67
35.55,129.25,49.84
35.55,129.3,47.69
35.55,129.35,46.41
35.55,129.4,49.23
35.55,129.45,51.65
35.6,126.5,45.38
35.6,126.55,51.41
35.6,126.6,48.3
35.6,126.65,48.0
35.6,126.7,45.57
35.6,126.75,44.94
35.6,126.8,49.04
35.6,126.85,49.69
35.6,126.9,48.2
35.6,126.95,46.49
35.6,127.0,46.53
35.6,127.05,49.08
35.6,127.1,51.26
35.6,127.15,52.69
35.6,127.2,51.6
35.6,127.25,51.85
35.6,127.3,51.57
35.6,127.35,50.93
35.6,127.4,51.91
35.6,127.45,59.4
35.6,127.5,60.33
35.6,127.55,61.9
35.6,127.6,63.95
35.6,127.65,60.53
35.6,127.7,60.64
35.6,127.75,55.88
35.6,127.8,52.26
35.6,127.85,54.97
35.6,127.9,54.9
35.6,127.95,56.37
35.6,128.0,56.06
35.6,128.05,55.47
35.6,128.1,56.75
35.6,128.15,52.07
35.6,128.2,50.33
35.6,128.25,50.35
35.6,128.3,50.93
35.6,128.35,49.75
35.6,128.4,47.31
35.6,128.45,45.86
35.6,128.5,46.75
35.6,128.55,48.19
35.6,128.6,46.3
35.6,128.65,46.39
35.6,128.7,53.62
35.6,128.75,48.37
35.6,128.8,46.47
35.6,128.85,47.32
35.6,128.9,51.48
35.6,128.95,55.63
35.6,129.0,59.68
35.6,129.05,56.69
35.6,129.1,52.06
35.6,129.15,48.99
35.6,129.2,49.79
35.6,129.25,51.64
35.6,129.3,49.89
35.6,129.35,48.83
35.6,129.4,53.01
35.6,129.45,52.16
35.65,126.5,42.56
35.65,126.55,46.87
35.65,126.6,49.92
35.65,126.65,51.23
35.65,126.7,45.36
35.65,126.75,44.88
35.65,126.8,46.73
35.65,126.85,45.48
35.65,126.9,44.74
35.65,126.95,45.29
35.65,127.0,46.87
35.65,127.05,51.88
35.65,127.1,50.96
35.65,127.15,51.46
35.65,127.2,51.86
35.65,127.25,50.89
35.65,127.3,50.59
35.65,127.35,52.7
35.65,127.4,52.99
35.65,127.45,62.34
35.65,127.5,62.15
35.65,127.55,57.76
35.65,127.6,57.28
35.65,127.65,54.23
35.65,127.7,52.81
35.65,127.75,55.0
35.65,127.8,52.52
35.65,127.85,51.91
35.65,127.9,52.34
35.65,127.95,51.28
35.65,128.0,52.66
35.65,128.05,55.96
35.65,128.1,56.58
35.65,128.15,53.33
35.65,128.2,51.27
35.65,128.25,50.67
35.65,128.3,49.63
35.65,128.35,47.93
35.65,128.4,45.3
35.65,128.45,44.7
35.65,128.5,50.57
35.65,128.55,52.04
35.65,128.6,45.2
35.65,128.65,43.94
35.65,128.7,43.42
35.65,128.75,43.33
35.65,128.8,48.85
35.65,128.85,46.32
35.65,128.9,45.2
35.65,128.95,50.6
35.65,129.0,52.33
35.65,129.05,57.67
35.65,129.1,55.5
35.65,129.15,51.07
35.65,129.2,48.67
35.65,129.25,52.56
35.65,129.3,50.46
35.65,129.35,48.46
35.65,129.4,53.17
35.65,129.45,50.6
35.7,126.55,43.41
35.7,126.6,46.68
35.7,126.65,46.39
35.7,126.7,46.27
35.7,126.75,46.07
35.7,126.8,43.89
35.7,126.85,42.89
35.7,126.9,43.24
35.7,126.95,44.5
35.7,127.0,46.95
35.7,127.05,51.17
35.7,127.1,53.65
35.7,127.15,51.43
35.7,127.2,53.55
35.7,127.25,52.4
35.7,127.3,51.65
35.7,127.35,52.29
35.7,127.4,52.58
35.7,127.45,59.68
35.7,127.5,57.38
35.7,127.55,54.21
35.7,127.6,52.87
35.7,127.65,52.84
35.7,127.7,52.5
35.7,127.75,55.65
35.7,127.8,54.94
35.7,127.85,50.88
35.7,127.9,51.17
35.7,127.95,50.54
35.7,128.0,51.69
35.7,128.05,54.07
35.7,128.1,55.79
35.7,128.15,51.7
35.7,128.2,51.73
35.7,128.25,49.8
35.7,128.3,48.36
35.7,128.35,46.88
35.7,128.4,44.8
35.7,128.45,44.64
35.7,128.5,51.06
35.7,128.55,58.59
35.7,128.6,48.98
35.7,128.65,50.44
35.7,128.7,46.52
35.7,128.75,48.01
35.7,128.8,48.67
35.7,128.85,48.8
35.7,128.9,45.54
35.7,128.95,47.18
35.7,129.0,50.53
35.7,129.05,52.18
35.7,129.1,51.78
35.7,129.15,49.41
35.7,129.2,46.81
35.7,129.25,49.1
35.7,129.3,47.55
35.7,129.35,47.39
35.7,129.4,52.02
35.7,129.45,50.1
35.7,129.5,49.44
35.75,126.65,43.55
35.75,126.7,44.79
35.75,126.75,44.23
35.75,126.8,43.11
35.75,126.85,41.73
35.75,126.9,42.38
35.75,126.95,42.28
35.75,127.0,44.48
35.75,127.05,50.32
35.75,127.1,48.6
35.75,127.15,47.2
35.75,127.2,50.16
35.75,127.25,51.73
35.75,127.3,53.25
35.75,127.35,51.37
35.75,127.4,50.53
35.75,127.45,51.64
35.75,127.5,52.37
35.75,127.55,51.67
35.75,127.6,52.24
35.75,127.65,53.54
35.75,127.7,54.83
35.75,127.75,53.05
35.75,127.8,54.54
35.75,127.85,52.83
35.75,127.9,52.14
35.75,127.95,50.87
35.75,128.0,51.89
35.75,128.05,55.39
35.75,128.1,55.74
35.75,128.15,52.09
35.75,128.2,51.9
35.75,128.25,48.38
35.75,128.3,46.86
35.75,128.35,46.67
35.75,128.4,43.79
35.75,128.45,45.22
35.75,128.5,45.42
35.75,128.55,48.84
35.75,128.6,48.72
35.75,128.65,46.39
35.75,128.7,46.55
35.75,128.75,44.44
35.75,128.8,46.33
35.75,128.85,44.86
35.75,128.9,45.99
35.75,128.95,48.88
35.75,129.0,50.15
35.75,129.05,50.08
35.75,129.1,51.28
35.75,129.15,47.85
35.75,129.2,46.02
35.75,129.25,49.3
35.75,129.3,47.35
35.75,129.35,49.64
35.75,129.4,53.13
35.75,129.45,49.39
35.75,129.5,50.92
35.8,126.7,41.01
35.8,126.75,39.66
35.8,126.8,40.44
35.8,126.85,41.1
35.8,126.9,41.02
35.8,126.95,39.8
35.8,127.0,39.91
35.8,127.05,42.23
35.8,127.1,43.54
35.8,127.15,45.37
35.8,127.2,47.34
35.8,127.25,49.63
35.8,127.3,52.05
35.8,127.35,53.0
35.8,127.4,53.51
35.8,127.45,50.07
35.8,127.5,49.89
35.8,127.55,50.7
35.8,127.6,52.18
35.8,127.65,52.55
35.8,127.7,55.23
35.8,127.75,55.59
35.8,127.8,53.89
35.8,127.85,53.99
35.8,127.9,51.83
35.8,127.95,51.43
35.8,128.0,53.73
35.8,128.05,54.83
35.8,128.1,58.59
35.8,128.15,57.1
35.8,128.2,49.31
35.8,128.25,46.59
35.8,128.3,46.17
35.8,128.35,45.43
35.8,128.4,43.4
35.8,128.45,42.05
35.8,128.5,42.05
35.8,128.55,42.81
35.8,128.6,45.47
35.8,128.65,43.86
35.8,128.7,43.93
35.8,128.75,41.43
35.8,128.8,40.01
35.8,128.85,40.88
35.8,128.9,44.4
35.8,128.95,50.54
35.8,129.0,51.99
35.8,129.05,52.52
35.8,129.1,50.31
35.8,129.15,46.78
35.8,129.2,45.85
35.8,129.25,46.42
35.8,129.3,47.82
35.8,129.35,52.02
35.8,129.4,52.0
35.8,129.45,50.3
35.8,129.5,53.06
35.85,126.7,39.52
35.85,126.75,39.4
35.85,126.8,39.71
35.85,126.85,39.7
35.85,126.9,40.26
35.85,126.95,38.82
35.85,127.0,39.42
35.85,127.05,39.59
35.85,127.1,41.55
35.85,127.15,43.12
35.85,127.2,43.86
35.85,127.25,45.1
35.85,127.3,49.16
35.85,127.35,54.81
35.85,127.4,53.47
35.85,127.45,49.96
35.85,127.5,49.95
35.85,127.55,50.93
35.85,127.6,51.52
35.85,127.65,51.53
35.85,127.7,52.2
35.85,127.75,56.1
35.85,127.8,55.29
35.85,127.85,53.7
35.85,127.9,51.35
35.85,127.95,51.93
35.85,128.0,55.06
35.85,128.05,53.92
35.85,128.1,54.14
35.85,128.15,50.44
35.85,128.2,46.41
35.85,128.25,48.9
35.85,128.3,46.11
35.85,128.35,42.52
35.85,128.4,40.8
35.85,128.45,41.59
35.85,128.5,41.24
35.85,128.55,41.57
35.85,128.6,42.41
35.85,128.65,41.84
35.85,128.7,40.28
35.85,128.75,40.52
35.85,128.8,40.9
35.85,128.85,41.27
35.85,128.9,43.38
35.85,128.95,44.43
35.85,129.0,46.29
35.85,129.05,48.5
35.85,129.1,45.18
35.85,129.15,46.97
35.85,129.2,42.88
35.85,129.25,44.12
35.85,129.3,45.85
35.85,129.35,52.66
35.85,129.4,51.77
35.85,129.45,52.99
35.85,129.5,52.78
35.85,129.55,49.98
35.9,126.65,41.15
35.9,126.7,40.44
35.9,126.75,40.6
35.9,126.8,39.58
35.9,126.85,39.8
35.9,126.9,39.6
35.9,126.95,41.04
35.9,127.0,43.15
35.9,127.05,42.7
35.9,127.1,42.27
35.9,127.15,42.59
35.9,127.2,45.52
35.9,127.25,51.72
35.9,127.3,50.87
35.9,127.35,58.75
35.9,127.4,63.43
35.9,127.45,52.24
35.9,127.5,49.92
35.9,127.55,49.94
35.9,127.6,50.36
35.9,127.65,50.83
35.9,127.7,50.92
35.9,127.75,51.69
35.9,127.8,53.24
35.9,127.85,52.7
35.9,127.9,53.0
35.9,127.95,50.93
35.9,128.0,51.8
35.9,128.05,50.86
35.9,128.1,52.08
35.9,128.15,48.8
35.9,128.2,45.75
35.9,128.25,45.23
35.9,128.3,44.48
35.9,128.35,42.78
35.9,128.4,40.83
35.9,128.45,41.35
35.9,128.5,41.77
35.9,128.55,41.43
35.9,128.6,41.28
35.9,128.65,40.55
35.9,128.7,41.61
35.9,128.75,44.74
35.9,128.8,42.56
35.9,128.85,41.07
35.9,128.9,40.98
35.9,128.95,41.96
35.9,129.0,42.42
35.9,129.05,42.52
35.9,129.1,43.27
35.9,129.15,44.28
35.9,129.2,43.15
35.9,129.25,42.84
35.9,129.3,45.64
35.9,129.35,50.9
35.9,129.4,47.56
35.9,129.45,51.37
35.9,129.5,51.15
35.9,129.55,50.19
35.95,126.55,42.2
35.95,126.6,43.23
35.95,126.65,42.14
35.95,126.7,42.81
35.95,126.75,42.9
35.95,126.8,42.46
35.95,126.85,41.48
35.95,126.9,40.95
35.95,126.95,43.12
35.95,127.0,44.36
35.95,127.05,44.06
35.95,127.1,43.23
35.95,127.15,45.98
35.95,127.2,46.71
35.95,127.25,50.37
35.95,127.3,49.77
35.95,127.35,56.41
35.95,127.4,60.35
35.95,127.45,53.2
35.95,127.5,50.86
35.95,127.55,48.91
35.95,127.6,49.32
35.95,127.65,47.68
35.95,127.7,49.53
35.95,127.75,52.18
35.95,127.8,51.67
35.95,127.85,49.69
35.95,127.9,51.02
35.95,127.95,48.67
35.95,128.0,47.16
35.95,128.05,49.05
35.95,128.1,49.69
35.95,128.15,51.05
35.95,128.2,46.56
35.95,128.25,44.72
35.95,128.3,43.72
35.95,128.35,43.41
35.95,128.4,41.41
35.95,128.45,42.0
35.95,128.5,43.05
35.95,128.55,43.15
35.95,128.6,42.49
35.95,128.65,42.81
35.95,128.7,43.63
35.95,128.75,46.93
35.95,128.8,44.52
35.95,128.85,41.62
35.95,128.9,41.52
35.95,128.95,40.76
35.95,129.0,40.31
35.95,129.05,41.87
35.95,129.1,42.21
35.95,129.15,41.65
35.95,129.2,43.81
35.95,129.25,42.93
35.95,129.3,43.56
35.95,129.35,45.3
35.95,129.4,43.9
35.95,129.45,45.22
35.95,129.5,47.54
35.95,129.55,47.82
36.0,126.7,45.14
36.0,126.75,45.09
36.0,126.8,43.87
36.0,126.85,43.45
36.0,126.9,43.29
36.0,126.95,44.93
36.0,127.0,45.18
36.0,127.05,46.54
36.0,127.1,46.41
36.0,127.15,48.59
36.0,127.2,48.31
36.0,127.25,48.03
36.0,127.3,51.06
36.0,127.35,54.96
36.0,127.4,58.57
36.0,127.45,53.76
36.0,127.5,49.21
36.0,127.55,49.07
36.0,127.6,46.41
36.0,127.65,43.44
36.0,127.7,45.0
36.0,127.75,49.34
36.0,127.8,49.07
36.0,127.85,51.12
36.0,127.9,52.01
36.0,127.95,48.23
36.0,128.0,44.58
36.0,128.05,43.96
36.0,128.1,46.05
36.0,128.15,46.36
36.0,128.2,48.49
36.0,128.25,46.53
36.0,128.3,46.03
36.0,128.35,44.67
36.0,128.4,42.07
36.0,128.45,42.89
36.0,128.5,45.43
36.0,128.55,45.24
36.0,128.6,45.6
36.0,128.65,46.4
36.0,128.7,48.54
36.0,128.75,48.89
36.0,128.8,44.99
36.0,128.85,42.45
36.0,128.9,41.19
36.0,128.95,40.69
36.0,129.0,40.61
36.0,129.05,41.12
36.0,129.1,42.25
36.0,129.15,43.49
36.0,129.2,41.74
36.0,129.25,40.46
36.0,129.3,43.88
36.0,129.35,42.97
36.0,129.4,42.71
36.0,129.45,43.58
36.0,129.5,46.63
36.0,129.55,45.82
36.0,129.6,43.92
36.05,126.65,44.75
36.05,126.7,44.66
36.05,126.75,44.78
36.05,126.8,43.91
36.05,126.85,43.56
36.05,126.9,45.5
36.05,126.95,46.25
36.05,127.0,45.37
36.05,127.05,44.22
36.05,127.1,44.62
36.05,127.15,48.63
36.05,127.2,46.9
36.05,127.25,47.28
36.05,127.3,48.92
36.05,127.35,51.56
36.05,127.4,53.53
36.05,127.45,53.02
36.05,127.5,48.99
36.05,127.55,46.74
36.05,127.6,46.31
36.05,127.65,46.64
36.05,127.7,47.2
36.05,127.75,48.68
36.05,127.8,50.62
36.05,127.85,52.38
36.05,127.9,51.48
36.05,127.95,51.23
36.05,128.0,48.28
36.05,128.05,46.36
36.05,128.1,42.49
36.05,128.15,42.79
36.05,128.2,45.86
36.05,128.25,47.84
36.05,128.3,47.63
36.05,128.35,42.52
36.05,128.4,41.88
36.05,128.45,44.2
36.05,128.5,47.84
36.05,128.55,47.19
36.05,128.6,47.18
36.05,128.65,45.51
36.05,128.7,44.72
36.05,128.75,43.44
36.05,128.8,44.7
36.05,128.85,42.98
36.05,128.9,39.23
36.05,128.95,38.39
36.05,129.0,39.16
36.05,129.05,40.01
36.05,129.1,42.95
36.05,129.15,46.45
36.05,129.2,43.93
36.05,129.25,41.38
36.05,129.3,46.41
36.05,129.35,44.21
36.05,129.4,43.34
36.05,129.55,43.27
36.05,129.6,42.29
36.1,126.6,41.96
36.1,126.65,43.66
36.1,126.7,44.62
36.1,126.75,44.91
36.1,126.8,44.45
36.1,126.85,44.02
36.1,126.9,43.99
36.1,126.95,43.28
36.1,127.0,44.07
36.1,127.05,43.62
36.1,127.1,44.66
36.1,127.15,45.71
36.1,127.2,46.87
36.1,127.25,47.36
36.1,127.3,46.06
36.1,127.35,48.4
36.1,127.4,53.26
36.1,127.45,49.76
36.1,127.5,46.76
36.1,127.55,45.31
36.1,127.6,46.49
36.1,127.65,46.45
36.1,127.7,45.06
36.1,127.75,45.28
36.1,127.8,48.03
36.1,127.85,50.55
36.1,127.9,49.03
36.1,127.95,51.95
36.1,128.0,50.68
36.1,128.05,46.99
36.1,128.1,44.05
36.1,128.15,42.38
36.1,128.2,41.93
36.1,128.25,45.06
36.1,128.3,48.43
36.1,128.35,43.07
36.1,128.4,41.2
36.1,128.45,42.44
36.1,128.5,43.46
36.1,128.55,44.6
36.1,128.6,44.88
36.1,128.65,41.75
36.1,128.7,40.38
36.1,128.75,40.45
36.1,128.8,42.33
36.1,128.85,41.98
36.1,128.9,38.67
36.1,128.95,38.82
36.1,129.0,43.93
36.1,129.05,43.84
36.1,129.1,44.12
36.1,129.15,42.25
36.1,129.2,44.29
36.1,129.25,43.16
36.1,129.3,45.02
36.1,129.35,43.63
36.1,129.4,43.93
36.15,126.55,40.94
36.15,126.6,42.0
36.15,126.65,46.32
36.15,126.7,45.79
36.15,126.75,47.11
36.15,126.8,46.38
36.15,126.85,45.89
36.15,126.9,43.02
36.15,126.95,43.05
36.15,127.0,42.9
36.15,127.05,43.7
36.15,127.1,43.89
36.15,127.15,44.35
36.15,127.2,45.95
36.15,127.25,45.95
36.15,127.3,46.32
36.15,127.35,46.7
36.15,127.4,45.56
36.15,127.45,47.1
36.15,127.5,48.99
36.15,127.55,50.16
36.15,127.6,53.46
36.15,127.65,48.52
36.15,127.7,45.24
36.15,127.75,44.89
36.15,127.8,44.4
36.15,127.85,47.73
36.15,127.9,49.78
36.15,127.95,48.76
36.15,128.0,46.82
36.15,128.05,43.73
36.15,128.1,44.91
36.15,128.15,41.39
36.15,128.2,41.2
36.15,128.25,42.59
36.15,128.3,43.87
36.15,128.35,43.08
36.15,128.4,41.05
36.15,128.45,40.91
36.15,128.5,42.63
36.15,128.55,43.16
36.15,128.6,42.23
36.15,128.65,41.16
36.15,128.7,39.57
36.15,128.75,39.78
36.15,128.8,39.79
36.15,128.85,40.55
36.15,128.9,41.71
36.15,128.95,42.92
36.15,129.0,47.94
36.15,129.05,48.12
36.15,129.1,46.68
36.15,129.15,47.01
36.15,129.2,45.07
36.15,129.25,45.87
36.15,129.3,45.54
36.15,129.35,45.01
36.15,129.4,45.1
36.2,126.55,40.66
36.2,126.6,43.25
36.2,126.65,45.81
36.2,126.7,48.4
36.2,126.75,47.64
36.2,126.8,46.52
36.2,126.85,44.25
36.2,126.9,44.8
36.2,126.95,43.03
36.2,127.0,42.66
36.2,127.05,42.33
36.2,127.1,42.52
36.2,127.15,43.3
36.2,127.2,44.27
36.2,127.25,44.52
36.2,127.3,43.79
36.2,127.35,44.19
36.2,127.4,43.64
36.2,127.45,44.46
36.2,127.5,46.37
36.2,127.55,51.95
36.2,127.6,51.6
36.2,127.65,45.8
36.2,127.7,45.17
36.2,127.75,44.09
36.2,127.8,44.92
36.2,127.85,46.5
36.2,127.9,46.17
36.2,127.95,45.66
36.2,128.0,45.26
36.2,128.05,47.4
36.2,128.1,43.98
36.2,128.15,42.22
36.2,128.2,41.45
36.2,128.25,40.88
36.2,128.3,39.66
36.2,128.35,39.67
36.2,128.4,40.22
36.2,128.45,41.59
36.2,128.5,41.98
36.2,128.55,42.04
36.2,128.6,40.98
36.2,128.65,40.41
36.2,128.7,39.35
36.2,128.75,39.77
36.2,128.8,40.55
36.2,128.85,41.57
36.2,128.9,42.75
36.2,128.95,43.39
36.2,129.0,46.36
36.2,129.05,44.93
36.2,129.1,43.63
36.2,129.15,45.34
36.2,129.2,47.26
36.2,129.25,49.19
36.2,129.3,49.51
36.2,129.35,44.72
36.2,129.4,42.21
36.25,126.55,42.52
36.25,126.6,44.54
36.25,126.65,46.68
36.25,126.7,50.25
36.25,126.75,50.47
36.25,126.8,46.98
36.25,126.85,45.35
36.25,126.9,46.23
36.25,126.95,46.54
36.25,127.0,43.64
36.25,127.05,42.1
36.25,127.1,43.06
36.25,127.15,43.31
36.25,127.2,44.01
36.25,127.25,44.54
36.25,127.3,43.73
36.25,127.35,43.89
36.25,127.4,44.26
36.25,127.45,43.72
36.25,127.5,43.14
36.25,127.55,46.38
36.25,127.6,45.15
36.25,127.65,42.41
36.25,127.7,43.71
36.25,127.75,44.89
36.25,127.8,44.82
36.25,127.85,43.93
36.25,127.9,47.27
36.25,127.95,48.02
36.25,128.0,49.13
36.25,128.05,49.27
36.25,128.1,42.12
36.25,128.15,44.83
36.25,128.2,42.12
36.25,128.25,40.47
36.25,128.3,42.88
36.25,128.35,39.4
36.25,128.4,44.68
36.25,128.45,44.32
36.25,128.5,40.93
36.25,128.55,40.26
36.25,128.6,41.08
36.25,128.65,40.29
36.25,128.7,39.86
36.25,128.75,40.91
36.25,128.8,40.34
36.25,128.85,40.24
36.25,128.9,41.41
36.25,128.95,40.86
36.25,129.0,41.32
36.25,129.05,41.76
36.25,129.1,42.91
36.25,129.15,44.7
36.25,129.2,45.65
36.25,129.25,47.52
36.25,129.3,51.57
36.25,129.35,44.53
36.25,129.4,43.34
36.3,126.55,42.18
36.3,126.6,44.46
36.3,126.65,50.49
36.3,126.7,52.91
36.3,126.75,49.84
36.3,126.8,49.55
36.3,126.85,46.42
36.3,126.9,46.49
36.3,126.95,45.54
36.3,127.0,43.45
36.3,127.05,42.63
36.3,127.1,43.28
36.3,127.15,42.29
36.3,127.2,42.22
36.3,127.25,45.41
36.3,127.3,44.24
36.3,127.35,44.06
36.3,127.4,46.7
36.3,127.45,45.15
36.3,127.5,43.6
36.3,127.55,43.07
36.3,127.6,44.37
36.3,127.65,44.0
36.3,127.7,43.43
36.3,127.75,43.86
36.3,127.8,44.22
36.3,127.85,45.51
36.3,127.9,49.57
36.3,127.95,48.65
36.3,128.0,46.77
36.3,128.05,47.9
36.3,128.1,40.2
36.3,128.15,43.89
36.3,128.2,47.94
36.3,128.25,45.76
36.3,128.3,38.49
36.3,128.35,38.74
36.3,128.4,45.12
36.3,128.45,42.47
36.3,128.5,39.73
36.3,128.55,39.37
36.3,128.6,39.49
36.3,128.65,39.9
36.3,128.7,40.09
36.3,128.75,40.04
36.3,128.8,39.78
36.3,128.85,41.09
36.3,128.9,42.57
36.3,128.95,41.51
36.3,129.0,40.06
36.3,129.05,41.57
36.3,129.1,42.52
36.3,129.15,43.43
36.3,129.2,43.89
36.3,129.25,44.25
36.3,129.3,47.84
36.3,129.35,42.74
36.3,129.4,41.7
36.35,126.45,39.27
36.35,126.55,42.65
36.35,126.6,43.76
36.35,126.65,48.79
36.35,126.7,54.72
36.35,126.75,53.07
36.35,126.8,50.47
36.35,126.85,49.46
36.35,126.9,47.75
36.35,126.95,45.58
36.35,127.0,44.37
36.35,127.05,43.76
36.35,127.1,42.93
36.35,127.15,42.1
36.35,127.2,40.59
36.35,127.25,41.65
36.35,127.3,42.44
36.35,127.35,44.59
36.35,127.4,45.05
36.35,127.45,43.71
36.35,127.5,43.18
36.35,127.55,43.38
36.35,127.6,42.28
36.35,127.65,41.94
36.35,127.7,42.8
36.35,127.75,45.96
36.35,127.8,47.31
36.35,127.85,46.74
36.35,127.9,50.18
36.35,127.95,48.16
36.35,128.0,46.84
36.35,128.05,47.26
36.35,128.1,42.17
36.35,128.15,41.32
36.35,128.2,48.36
36.35,128.25,40.93
36.35,128.3,38.27
36.35,128.35,39.79
36.35,128.4,37.75
36.35,128.45,36.86
36.35,128.5,37.99
36.35,128.55,39.47
36.35,128.6,39.01
36.35,128.65,40.45
36.35,128.7,41.6
36.35,128.75,41.04
36.35,128.8,40.54
36.35,128.85,41.92
36.35,128.9,43.95
36.35,128.95,41.66
36.35,129.0,42.54
36.35,129.05,42.37
36.35,129.1,40.85
36.35,129.15,42.5
36.35,129.2,45.61
36.35,129.25,43.6
36.35,129.3,42.86
36.35,129.35,42.09
36.35,129.4,40.65
36.4,126.4,39.64
36.4,126.5,41.2
36.4,126.55,42.99
36.4,126.6,44.7
36.4,126.65,45.78
36.4,126.7,49.32
36.4,126.75,51.47
36.4,126.8,48.91
36.4,126.85,50.1
36.4,126.9,49.23
36.4,126.95,44.86
36.4,127.0,44.0
36.4,127.05,43.32
36.4,127.1,42.87
36.4,127.15,43.58
36.4,127.2,42.6
36.4,127.25,40.27
36.4,127.3,41.14
36.4,127.35,42.92
36.4,127.4,42.86
36.4,127.45,43.27
36.4,127.5,41.25
36.4,127.55,41.07
36.4,127.6,42.22
36.4,127.65,43.22
36.4,127.7,44.34
36.4,127.75,42.39
36.4,127.8,45.0
36.4,127.85,44.87
36.4,127.9,50.58
36.4,127.95,51.09
36.4,128.0,48.46
36.4,128.05,45.35
36.4,128.1,46.55
36.4,128.15,42.83
36.4,128.2,42.23
36.4,128.25,39.81
36.4,128.3,38.32
36.4,128.35,37.4
36.4,128.4,36.97
36.4,128.45,38.4
36.4,128.5,41.35
36.4,128.55,42.03
36.4,128.6,41.13
36.4,128.65,39.83
36.4,128.7,39.5
36.4,128.75,39.87
36.4,128.8,39.92
36.4,128.85,41.03
36.4,128.9,41.64
36.4,128.95,41.76
36.4,129.0,43.61
36.4,129.05,39.2
36.4,129.1,39.66
36.4,129.15,44.53
36.4,129.2,49.42
36.4,129.25,42.04
36.4,129.3,40.92
36.4,129.35,43.41
36.4,129.4,42.24
36.4,129.45,43.26
36.45,126.35,41.12
36.45,126.4,40.55
36.45,126.5,41.33
36.45,126.55,41.61
36.45,126.6,42.07
36.45,126.65,48.33
36.45,126.7,49.25
36.45,126.75,49.26
36.45,126.8,48.88
36.45,126.85,49.84
36.45,126.9,50.82
36.45,126.95,45.4
36.45,127.0,45.21
36.45,127.05,44.38
36.45,127.1,43.54
36.45,127.15,43.09
36.45,127.2,43.78
36.45,127.25,42.61
36.45,127.3,42.53
36.45,127.35,41.58
36.45,127.4,41.71
36.45,127.45,42.57
36.45,127.5,43.98
36.45,127.55,43.26
36.45,127.6,41.98
36.45,127.65,44.56
36.45,127.7,43.56
36.45,127.75,43.22
36.45,127.8,42.84
36.45,127.85,45.77
36.45,127.9,51.08
36.45,127.95,52.73
36.45,128.0,50.08
36.45,128.05,45.89
36.45,128.1,46.8
36.45,128.15,43.53
36.45,128.2,38.99
36.45,128.25,38.11
36.45,128.3,42.26
36.45,128.35,39.47
36.45,128.4,39.7
36.45,128.45,42.64
36.45,128.5,42.55
36.45,128.55,42.33
36.45,128.6,42.25
36.45,128.65,40.35
36.45,128.7,39.09
36.45,128.75,40.8
36.45,128.8,41.86
36.45,128.85,40.59
36.45,128.9,39.46
36.45,128.95,40.53
36.45,129.0,41.14
36.45,129.05,38.93
36.45,129.1,40.24
36.45,129.15,46.13
36.45,129.2,43.07
36.45,129.25,41.44
36.45,129.3,41.97
36.45,129.35,44.3
36.45,129.4,43.68
36.45,129.45,42.71
36.5,126.35,41.11
36.5,126.4,41.86
36.5,126.5,43.11
36.5,126.55,42.56
36.5,126.6,43.58
36.5,126.65,43.84
36.5,126.7,44.97
36.5,126.75,48.34
36.5,126.8,47.11
36.5,126.85,49.82
36.5,126.9,53.89
36.5,126.95,48.7
36.5,127.0,46.82
36.5,127.05,45.36
36.5,127.1,45.08
36.5,127.15,43.97
36.5,127.2,44.9
36.5,127.25,44.87
36.5,127.3,43.73
36.5,127.35,42.87
36.5,127.4,42.75
36.5,127.45,43.1
36.5,127.5,43.45
36.5,127.55,43.11
36.5,127.6,43.44
36.5,127.65,45.8
36.5,127.7,44.46
36.5,127.75,44.15
36.5,127.8,46.61
36.5,127.85,46.56
36.5,127.9,49.76
36.5,127.95,52.51
36.5,128.0,52.45
36.5,128.05,51.03
36.5,128.1,44.7
36.5,128.15,43.08
36.5,128.2,41.77
36.5,128.25,42.25
36.5,128.3,41.01
